order_id,restaurant_id,food_item,order_time,delivery_time,delivery_distance,order_value,delivery_method,traffic_condition,weather_condition,delivery_delay,route_taken,customer_id,age,gender,location,order_history,customer_rating,preferred_cuisine,order_frequency,loyalty_program,food_temperature,food_freshness,packaging_quality,food_condition,customer_satisfaction,small_route,bike_friendly_route,route_type,route_efficiency,traffic_avoidance
ORD002968,46.0,Chicken rice,05-28-24,05-28-24,3.11,42.64,Walk,Medium,Snowy,6.47,Route_2,CUST002968,37,Female,Lucknow,15,4,Mexican,Monthly,Yes,Warm,1,5,Fair,5,False,True,Car-only,0.162674751,No
ORD002969,94.0,Cookie,09-10-24,09-10-24,12.39,10.54,Car,Medium,Sunny,-2.7,Route_2,CUST002969,20,Male,Kolkata,8,4,Mediterranean,Weekly,No,Cold,3,4,Poor,4,True,False,Bike-friendly,0.906666129,Yes
ORD002970,6.0,CoffeeBoba tea,10-05-24,10-05-24,7.4,7.76,Bike,Medium,Rainy,-3.92,Route_3,CUST002970,28,Other,Chennai,5,1,Asian,Weekly,No,Hot,3,4,Good,3,False,True,Bike-friendly,0.817848962,Yes
ORD002971,94.0,Cookie,06-16-24,06-16-24,3.12,38.45,Bike,Medium,Snowy,10.7,Route_1,CUST002971,20,Female,Bangalore,12,2,Asian,Monthly,Yes,Hot,2,1,Poor,1,False,True,Bike-friendly,0.947239175,Yes
ORD002972,75.0,Burger,11-04-24,11-04-24,6.66,35.28,Car,Medium,Snowy,-8.06,Route_3,CUST002972,57,Female,Hyderabad,33,1,Mediterranean,Monthly,Yes,Warm,1,1,Good,3,False,False,Bike-friendly,0.152459418,No
ORD002973,7.0,Taccos,06-19-24,06-19-24,14.08,17.54,Walk,Medium,Sunny,-5.12,Route_5,CUST002973,53,Male,Jaipur,21,2,Mediterranean,Monthly,Yes,Warm,4,1,Poor,5,False,True,Bike-friendly,0.429077746,No
ORD002974,59.0,Chicken rice,04-10-24,04-10-24,10.34,47.53,Walk,Medium,Rainy,7.94,Route_3,CUST002974,46,Female,Delhi,13,2,Italian,Weekly,Yes,Cold,1,4,Good,3,True,False,Car-only,0.577501012,No
ORD002975,73.0,CoffeeBoba tea,11-24-24,11-24-24,9.16,20.65,Bike,High,Snowy,18.57,Route_1,CUST002975,46,Female,Delhi,27,4,Italian,Weekly,No,Cold,3,2,Poor,3,False,True,Bike-friendly,0.514371164,No
ORD002976,84.0,Pasta,,01-25-24,4.99,15.93,Walk,High,Sunny,9.83,Route_2,CUST002976,19,Male,Delhi,21,5,Mexican,Weekly,Yes,Hot,5,2,Fair,3,False,False,Car-only,0.436257482,No
ORD002977,57.0,Fried chicken,08-21-24,08-21-24,7.82,29.85,Bike,Medium,Rainy,-0.82,Route_2,CUST002977,28,Male,Kolkata,25,2,American,Monthly,Yes,Hot,2,4,Poor,1,True,False,Car-only,0.56807629,No
ORD002978,47.0,Pizza,10-10-24,10-10-24,4.43,29.11,Car,High,Sunny,16.11,Route_2,CUST002978,41,Other,Bangalore,9,1,Italian,Monthly,No,Hot,4,3,Fair,2,False,True,Car-only,0.038223801,No
ORD002979,89.0,Taccos,06-18-24,06-18-24,13.79,11.84,Walk,Low,Rainy,18.41,Route_5,CUST002979,60,Male,Bangalore,3,4,Mediterranean,Weekly,No,Cold,3,4,Good,1,True,True,Mixed,0.605025656,No
ORD002980,1.0,Taccos,04-02-24,04-02-24,13.54,34.37,Car,Medium,Snowy,2.23,Route_2,CUST002980,34,Female,Mumbai,41,4,American,Weekly,No,Cold,5,5,Good,3,True,True,Mixed,0.956874086,Yes
ORD002981,45.0,Chicken pie,10-07-24,10-07-24,11.77,9.48,Bike,Low,Rainy,10.94,Route_2,CUST002981,48,Female,Lucknow,17,1,Mexican,Weekly,No,Warm,3,5,Good,1,False,True,Bike-friendly,0.060144909,No
ORD002982,2.0,Dumplings,07-03-24,07-03-24,5.58,46.81,Walk,Medium,Sunny,1.99,Route_3,CUST002982,23,Female,Hyderabad,37,1,Mexican,Weekly,Yes,Hot,3,5,Poor,1,False,False,Car-only,0.516454077,No
ORD002983,35.0,Burritos,06-29-24,06-29-24,10.21,40.7,Car,High,Sunny,-2.18,Route_1,CUST002983,30,Male,Ahmedabad,32,3,Mexican,Weekly,Yes,Hot,1,3,Poor,4,True,True,Car-only,0.607077611,No
ORD002984,8.0,Sushi,08-04-24,08-04-24,,18.23,Car,Low,Sunny,15.9,Route_5,CUST002984,52,Other,Hyderabad,40,3,Asian,Weekly,No,Warm,5,1,Fair,3,True,True,Car-only,0.239628765,No
ORD002985,57.0,CoffeeBoba tea,09-23-24,09-23-24,3.27,19.92,Walk,Low,Snowy,2.06,Route_5,CUST002985,50,Female,Bangalore,24,4,American,Monthly,Yes,Warm,5,2,Fair,3,True,True,Mixed,0.037137608,No
ORD002986,27.0,Cookie,05-16-24,05-16-24,6.84,49.58,Bike,High,Rainy,18.01,Route_2,CUST002986,33,Female,Pune,4,4,Asian,Monthly,No,Cold,4,5,Good,5,False,False,Mixed,0.164584995,No
ORD002987,95.0,CoffeeBoba tea,02-08-24,02-08-24,5.02,48.3,Car,High,Sunny,-2.35,Route_4,CUST002987,39,Male,Hyderabad,3,4,Asian,Monthly,Yes,Cold,2,4,Poor,2,False,False,Mixed,0.183080865,No
ORD002988,57.0,CoffeeBoba tea,05-17-24,05-17-24,2.21,10.16,Car,High,Rainy,-6.51,Route_5,CUST002988,55,Male,Hyderabad,38,4,Asian,Monthly,Yes,Cold,2,3,Good,2,False,False,Bike-friendly,0.359033732,No
ORD002989,99.0,Shawarma,03-19-24,03-19-24,2.1,33.42,Car,Medium,Sunny,9.87,Route_2,CUST002989,50,Other,Jaipur,37,1,Mediterranean,Weekly,Yes,Warm,4,2,Good,3,False,False,Mixed,0.280354249,No
ORD002990,36.0,Shawarma,03-21-24,03-21-24,4.7,48.62,Car,Low,Rainy,19.9,Route_3,CUST002990,40,Female,Chennai,21,2,Italian,Monthly,No,Warm,5,3,Fair,2,True,False,Car-only,0.66485118,No
ORD002991,42.0,Cookie,05-11-24,05-11-24,11.04,28.26,Bike,High,Snowy,13.07,Route_1,CUST002991,47,Male,Pune,21,5,Italian,Weekly,No,Warm,5,3,Good,4,True,True,Bike-friendly,0.741628905,No
ORD002992,65.0,Salad,04-22-24,04-22-24,9.2,14.64,Car,Low,Snowy,10.32,Route_5,CUST002992,42,Female,Hyderabad,35,3,American,Weekly,No,Warm,4,3,Good,3,True,False,Car-only,0.794110824,No
ORD002993,58.0,Salad,10-20-24,10-20-24,,12.65,Walk,Low,Sunny,-8.29,Route_3,CUST002993,44,Female,Chennai,42,2,Italian,Weekly,No,Warm,3,1,Good,2,False,False,Bike-friendly,0.876444292,Yes
ORD002994,58.0,Cup cake,01-05-24,01-05-24,9.44,38.21,Walk,Medium,Sunny,10.31,Route_3,CUST002994,32,Other,Delhi,43,2,Mediterranean,Weekly,Yes,Cold,1,2,Fair,2,True,False,Car-only,0.937271133,Yes
ORD002995,2.0,Pizza,03-25-24,03-25-24,3.07,32.78,Bike,High,Snowy,-9.8,Route_4,CUST002995,27,Female,Lucknow,25,4,Asian,Monthly,No,Hot,4,1,Good,4,True,True,Car-only,0.90480731,Yes
ORD002996,22.0,Taccos,10-12-24,10-12-24,5.66,12.31,Car,Medium,Rainy,4.52,Route_2,CUST002996,19,Female,Bangalore,12,1,Asian,Weekly,Yes,Cold,4,2,Good,3,False,True,Mixed,0.715279386,No
ORD002997,12.0,Briyani rice,,07-11-24,,26.57,Car,Medium,Sunny,18.33,Route_3,CUST002997,59,Female,Pune,40,2,Mexican,Weekly,Yes,Hot,4,1,Poor,4,True,True,Bike-friendly,0.165229715,No
ORD002998,34.0,Salad,11-20-24,11-20-24,5.57,48.41,Car,Medium,Sunny,9.69,Route_4,CUST002998,31,Female,Bangalore,38,2,Italian,Weekly,No,Warm,5,2,Fair,4,True,False,Bike-friendly,0.465609353,No
ORD002999,87.0,Briyani rice,11-02-24,11-02-24,5.51,10.77,Walk,Medium,Sunny,-4.24,Route_4,CUST002999,39,Other,Kolkata,3,3,Italian,Monthly,No,Cold,5,3,Good,2,True,True,Mixed,0.250480656,No
ORD003000,,Chicken rice,03-26-24,03-26-24,3.93,47.83,Car,Medium,Snowy,10.25,Route_2,CUST003000,21,Other,Chennai,34,5,Mexican,Monthly,No,Hot,1,5,Good,5,False,False,Car-only,0.728975742,No
ORD003001,45.0,PastrySmoothie,06-15-24,06-15-24,3.43,10.59,Bike,Low,Rainy,2.8,Route_3,CUST003001,35,Female,Chennai,17,2,Italian,Monthly,Yes,Hot,1,1,Fair,4,False,True,Car-only,0.716769793,No
ORD003002,79.0,Chicken rice,10-02-24,10-02-24,14.43,36.56,Walk,Low,Rainy,2.52,Route_2,CUST003002,57,Female,Lucknow,12,4,Mexican,Monthly,No,Cold,4,3,Poor,5,False,False,Mixed,0.588594374,No
ORD003003,74.0,Cookie,08-13-24,08-13-24,5.54,16.6,Car,Low,Snowy,6.63,Route_5,CUST003003,60,Other,Bangalore,13,4,American,Weekly,Yes,Warm,5,4,Fair,1,True,True,Mixed,0.936950586,Yes
ORD003004,38.0,Salad,08-28-24,08-28-24,7.02,29.08,Car,Medium,Sunny,14.74,Route_2,CUST003004,19,Other,Chennai,21,1,Mexican,Weekly,No,Cold,2,2,Poor,2,False,False,Bike-friendly,0.896309914,Yes
ORD003005,73.0,Beef pie,08-27-24,08-27-24,6.1,13.64,Bike,High,Sunny,-7.55,Route_3,CUST003005,21,Male,Bangalore,34,4,Mediterranean,Monthly,Yes,Warm,4,2,Good,1,True,False,Mixed,0.563491646,No
ORD003006,45.0,Pizza,05-08-24,05-08-24,8.2,27.26,Car,Medium,Sunny,-8.39,Route_3,CUST003006,36,Female,Chennai,41,1,American,Monthly,Yes,Cold,2,1,Good,4,True,True,Mixed,0.720779374,No
ORD003007,81.0,Sushi,01-10-24,01-10-24,9.79,24.61,Walk,Low,Sunny,17.1,Route_1,CUST003007,26,Female,Delhi,35,2,American,Weekly,Yes,Warm,1,5,Good,2,True,True,Mixed,0.247168875,No
ORD003008,46.0,Burritos,02-02-24,02-02-24,3.86,5.91,Bike,Low,Rainy,13.78,Route_2,CUST003008,21,Other,Jaipur,31,1,American,Monthly,No,Cold,4,3,Poor,4,True,True,Mixed,0.564500355,No
ORD003009,39.0,Burritos,07-18-24,07-18-24,4.87,35.34,Car,High,Sunny,3.51,Route_3,CUST003009,27,Other,Pune,11,4,Asian,Monthly,No,Cold,2,5,Good,1,False,False,Mixed,0.437040542,No
ORD003010,33.0,Pasta,11-27-24,11-27-24,4.77,48.65,Bike,Low,Sunny,13.36,Route_3,CUST003010,45,Female,Pune,10,2,Italian,Weekly,Yes,Warm,5,5,Good,2,True,True,Car-only,0.140508462,No
,4.0,PastrySmoothie,05-26-24,05-26-24,14.27,8.28,Walk,Low,Snowy,-7.14,Route_3,CUST003011,34,Other,Ahmedabad,29,5,Mexican,Monthly,No,Hot,3,1,Good,4,False,False,Bike-friendly,0.883665187,Yes
ORD003012,2.0,Pizza,02-06-24,02-06-24,4.59,11.74,Bike,Low,Sunny,14.37,Route_4,CUST003012,25,Female,Mumbai,40,3,Mexican,Weekly,Yes,Hot,1,2,Poor,5,False,False,Mixed,0.192284247,No
ORD003013,93.0,Pasta,02-05-24,02-05-24,12.3,33.19,Walk,Low,Snowy,-2.72,Route_4,CUST003013,48,Female,Chennai,45,2,Mexican,Weekly,Yes,Warm,5,3,Fair,4,True,True,Mixed,0.129019861,No
,16.0,Dumplings,03-11-24,03-11-24,7.24,31.16,Bike,Medium,Sunny,0.74,Route_1,CUST003014,41,Other,Mumbai,34,2,Asian,Monthly,No,Hot,1,1,Fair,1,True,True,Car-only,0.034429978,No
ORD003015,24.0,Sushi,05-29-24,05-29-24,13.78,5.91,Walk,High,Snowy,17.7,Route_2,CUST003015,34,Female,Kolkata,22,5,Asian,Monthly,Yes,Cold,4,3,Poor,5,False,True,Mixed,0.953293687,Yes
ORD003016,67.0,Shawarma,11-25-24,11-25-24,5.37,12.64,Bike,High,Sunny,-7.56,Route_5,CUST003016,27,Male,Delhi,39,5,Mexican,Weekly,No,Hot,1,5,Fair,3,True,True,Mixed,0.827498086,Yes
ORD003017,64.0,Pizza,06-22-24,06-22-24,8.43,44.52,Bike,High,Sunny,-2.19,Route_5,CUST003017,35,Male,Mumbai,11,3,Mexican,Weekly,No,Hot,2,3,Poor,5,False,True,Car-only,0.492162739,No
ORD003018,31.0,Cookie,03-03-24,03-03-24,2.49,45.37,Bike,Medium,Snowy,-5.19,Route_4,CUST003018,31,Other,Kolkata,4,2,Asian,Monthly,Yes,Warm,4,3,Poor,4,True,True,Bike-friendly,0.234520918,No
ORD003019,40.0,Cookie,04-18-24,04-18-24,2.28,36.7,Walk,High,Rainy,10.82,Route_4,CUST003019,38,Female,Pune,32,5,American,Monthly,Yes,Cold,4,2,Poor,5,False,True,Bike-friendly,0.481384789,No
ORD003020,10.0,Burritos,02-14-24,02-14-24,14.88,39.97,Bike,Medium,Snowy,19.97,Route_1,CUST003020,28,Other,Jaipur,12,4,Mexican,Monthly,Yes,Hot,1,5,Good,4,False,False,Bike-friendly,0.239183753,No
ORD003021,32.0,Pasta,11-08-24,11-08-24,13.37,11.14,Bike,Low,Snowy,-6.53,Route_1,CUST003021,32,Other,Pune,15,3,American,Monthly,Yes,Warm,5,5,Good,5,True,False,Mixed,0.602561919,No
ORD003022,71.0,Beef pie,11-02-24,11-02-24,8.26,17.31,Walk,High,Sunny,7.52,Route_3,CUST003022,53,Male,Jaipur,3,2,Italian,Monthly,No,Warm,4,2,Good,3,True,True,Car-only,0.557026054,No
ORD003023,95.0,Taccos,04-23-24,04-23-24,10.93,28.04,Car,Low,Sunny,-2.53,Route_2,CUST003023,28,Other,Chennai,18,1,Italian,Monthly,No,Hot,1,1,Fair,3,False,False,Bike-friendly,0.654441023,No
ORD003024,11.0,Chicken pie,06-29-24,06-29-24,7.62,47.88,Walk,Low,Sunny,-3.43,Route_4,CUST003024,21,Other,Mumbai,21,1,Asian,Monthly,Yes,Hot,3,3,Good,1,True,False,Bike-friendly,0.478055067,No
,97.0,Burritos,04-05-24,04-05-24,9.49,36.47,Walk,Medium,Snowy,-3.47,Route_5,CUST003025,58,Male,Chennai,10,1,American,Weekly,No,Hot,2,1,Poor,4,True,False,Mixed,0.301665694,No
ORD003026,19.0,Taccos,05-07-24,05-07-24,4.13,10.26,Bike,Low,Snowy,16.97,Route_5,CUST003026,22,Other,Delhi,28,1,Mexican,Monthly,Yes,Cold,4,4,Poor,4,True,False,Bike-friendly,0.241653484,No
ORD003027,67.0,Fried chicken,01-29-24,01-29-24,11.45,43.0,Bike,Medium,Rainy,12.12,Route_3,CUST003027,59,Male,Bangalore,29,3,Mediterranean,Monthly,Yes,Warm,5,5,Poor,2,False,False,Mixed,0.717702632,No
ORD003028,41.0,Beef pie,10-11-24,10-11-24,2.53,15.44,Walk,Low,Snowy,14.31,Route_1,CUST003028,37,Female,Hyderabad,39,5,Mexican,Monthly,Yes,Cold,4,5,Poor,3,True,True,Bike-friendly,0.425238928,No
ORD003029,66.0,Burger,06-15-24,06-15-24,,43.31,Car,High,Sunny,-5.98,Route_4,CUST003029,31,Other,Delhi,47,4,Mexican,Monthly,Yes,Hot,1,2,Good,3,True,True,Bike-friendly,0.278939721,No
ORD003030,22.0,Salad,09-08-24,09-08-24,12.67,38.87,Walk,Low,Snowy,14.59,Route_5,CUST003030,28,Male,Delhi,1,3,Mexican,Weekly,No,Hot,2,4,Poor,2,False,False,Mixed,0.048267195,No
ORD003031,77.0,Cup cake,07-31-24,07-31-24,7.98,32.41,Bike,Low,Rainy,11.97,Route_4,CUST003031,48,Other,Jaipur,6,4,Mediterranean,Weekly,Yes,Cold,4,3,Poor,3,True,False,Bike-friendly,0.145822636,No
ORD003032,74.0,Chicken rice,06-17-24,06-17-24,6.04,34.68,Walk,Low,Rainy,-9.8,Route_5,CUST003032,20,Other,Delhi,18,1,Asian,Monthly,Yes,Warm,4,5,Fair,1,False,True,Bike-friendly,0.289352573,No
ORD003033,,Chicken pie,09-24-24,09-24-24,4.94,26.02,Car,High,Snowy,1.28,Route_5,CUST003033,54,Male,Pune,5,5,Mexican,Monthly,Yes,Hot,2,1,Fair,2,True,True,Bike-friendly,0.541834392,No
,53.0,Pasta,09-01-24,09-01-24,7.51,42.86,Walk,Medium,Snowy,19.14,Route_5,CUST003034,29,Other,Mumbai,24,2,Italian,Monthly,No,Cold,3,2,Poor,1,True,False,Car-only,0.771013171,No
ORD003035,28.0,Briyani rice,02-25-24,02-25-24,9.81,24.85,Car,High,Sunny,18.97,Route_4,CUST003035,33,Female,Jaipur,17,4,Mediterranean,Monthly,No,Warm,2,4,Good,1,False,True,Car-only,0.541429624,No
ORD003036,51.0,Sushi,07-12-24,07-12-24,7.42,44.23,Car,Low,Snowy,-4.99,Route_1,CUST003036,26,Female,Mumbai,40,3,American,Weekly,Yes,Hot,3,1,Good,3,True,False,Car-only,0.347426139,No
ORD003037,49.0,Burritos,03-15-24,03-15-24,5.34,32.67,Walk,Medium,Snowy,2.73,Route_2,CUST003037,31,Female,Chennai,49,4,Mexican,Monthly,Yes,Cold,2,5,Good,3,True,False,Bike-friendly,0.383439184,No
ORD003038,32.0,Chicken wings,01-17-24,01-17-24,10.61,14.54,Car,Low,Rainy,-1.89,Route_5,CUST003038,33,Male,Mumbai,37,5,Mexican,Monthly,No,Warm,5,3,Fair,4,False,True,Mixed,0.096020543,No
ORD003039,48.0,PastrySmoothie,01-07-24,01-07-24,10.56,9.41,Car,Medium,Sunny,14.47,Route_1,CUST003039,40,Other,Chennai,3,4,Mediterranean,Weekly,No,Hot,4,2,Poor,4,True,False,Bike-friendly,0.840956952,Yes
ORD003040,41.0,Burger,12-03-24,12-03-24,4.91,35.76,Walk,Medium,Sunny,-6.78,Route_4,CUST003040,34,Other,Hyderabad,21,3,Asian,Monthly,Yes,Cold,2,2,Good,4,True,False,Mixed,0.187160804,No
ORD003041,25.0,Fried chicken,03-22-24,03-22-24,14.11,47.51,Car,Medium,Snowy,-4.84,Route_3,CUST003041,41,Other,Hyderabad,45,4,Asian,Weekly,Yes,Hot,5,2,Fair,2,True,True,Bike-friendly,0.607781912,No
ORD003042,86.0,Pasta,12-11-24,12-11-24,4.9,37.54,Walk,Low,Sunny,-0.07,Route_2,CUST003042,33,Female,Mumbai,34,5,Italian,Monthly,No,Warm,3,1,Good,4,True,False,Bike-friendly,0.69981934,No
ORD003043,58.0,Pasta,06-02-24,06-02-24,11.7,32.83,Walk,Medium,Snowy,-8.17,Route_4,CUST003043,44,Male,Pune,33,4,Asian,Monthly,Yes,Hot,4,2,Fair,3,True,False,Mixed,0.243637202,No
ORD003044,100.0,Cup cake,11-24-24,11-24-24,6.63,12.56,Car,Medium,Sunny,-9.15,Route_5,CUST003044,29,Male,Hyderabad,33,1,Asian,Weekly,No,Hot,2,2,Poor,5,True,False,Mixed,0.171131316,No
ORD003045,77.0,Cup cake,12-01-24,12-01-24,6.67,35.13,Walk,High,Snowy,2.86,Route_5,CUST003045,26,Other,Lucknow,45,1,American,Monthly,Yes,Cold,5,5,Good,2,True,True,Mixed,0.91800744,Yes
ORD003046,78.0,Briyani rice,05-21-24,05-21-24,8.8,12.63,Walk,High,Rainy,-7.46,Route_1,CUST003046,45,Male,Chennai,31,2,Mediterranean,Weekly,Yes,Hot,1,4,Poor,1,False,True,Car-only,0.142447326,No
ORD003047,76.0,Burger,02-06-24,02-06-24,7.37,32.06,Walk,High,Snowy,-3.12,Route_2,CUST003047,48,Male,Hyderabad,33,2,Asian,Weekly,Yes,Hot,1,4,Good,1,False,True,Car-only,0.885501654,Yes
ORD003048,58.0,CoffeeBoba tea,07-25-24,07-25-24,12.66,49.51,Bike,Low,Rainy,6.35,Route_2,CUST003048,53,Male,Hyderabad,13,5,Asian,Monthly,Yes,Hot,4,5,Good,5,False,True,Mixed,0.572704276,No
ORD003049,,CoffeeBoba tea,02-14-24,02-14-24,2.78,21.53,Car,Low,Sunny,12.74,Route_3,CUST003049,40,Male,Ahmedabad,49,1,Asian,Weekly,No,Cold,4,4,Fair,3,True,False,Mixed,0.847345743,Yes
ORD003050,35.0,Sushi,10-23-24,10-23-24,6.39,5.05,Car,Medium,Rainy,11.56,Route_2,CUST003050,50,Other,Kolkata,13,5,Italian,Monthly,Yes,Cold,3,2,Fair,3,False,True,Car-only,0.507496325,No
ORD003051,94.0,Whole cake,12-11-24,12-11-24,3.83,27.24,Bike,High,Rainy,11.44,Route_1,CUST003051,56,Other,Kolkata,10,3,Asian,Weekly,No,Cold,5,1,Fair,2,False,True,Mixed,0.144208685,No
ORD003052,74.0,Cookie,10-30-24,10-30-24,6.85,27.96,Walk,High,Snowy,1.69,Route_1,CUST003052,18,Female,Hyderabad,21,2,Italian,Monthly,No,Warm,2,2,Good,3,False,True,Mixed,0.532408642,No
ORD003053,22.0,Chicken rice,03-10-24,03-10-24,10.89,7.97,Car,Low,Snowy,11.55,Route_2,CUST003053,56,Female,Mumbai,21,4,Mediterranean,Monthly,Yes,Hot,1,3,Good,1,False,True,Car-only,0.495137496,No
ORD003054,16.0,,05-02-24,05-02-24,2.16,11.34,Bike,Low,Sunny,4.25,Route_5,CUST003054,31,Other,Pune,48,4,Asian,Monthly,No,Hot,1,1,Poor,5,False,False,Car-only,0.525635375,No
ORD003055,64.0,PastrySmoothie,01-09-24,01-09-24,12.58,43.42,Walk,Medium,Snowy,13.15,Route_1,CUST003055,43,Male,Lucknow,25,2,American,Monthly,Yes,Warm,4,5,Good,3,False,True,Mixed,0.861895992,Yes
ORD003056,,Fried chicken,08-15-24,08-15-24,4.12,6.79,Bike,Low,Rainy,4.15,Route_1,CUST003056,28,Other,Pune,45,2,Mediterranean,Monthly,Yes,Warm,5,3,Fair,5,True,True,Car-only,0.884141285,Yes
ORD003057,41.0,Soup,02-07-24,02-07-24,5.76,6.0,Walk,Medium,Rainy,-2.79,Route_5,CUST003057,52,Other,Bangalore,44,3,Mediterranean,Weekly,Yes,Hot,4,1,Poor,1,True,True,Mixed,0.876687515,Yes
ORD003058,4.0,Cup cake,01-29-24,01-29-24,7.58,20.44,Bike,Medium,Rainy,-3.87,Route_4,CUST003058,18,Female,Pune,39,5,Italian,Monthly,No,Warm,2,5,Fair,5,False,False,Mixed,0.057759946,No
ORD003059,55.0,Shawarma,08-26-24,08-26-24,3.6,6.33,Walk,High,Sunny,6.81,Route_2,CUST003059,42,Male,Ahmedabad,41,5,Mediterranean,Monthly,No,Warm,5,4,Fair,5,False,False,Bike-friendly,0.478999919,No
ORD003060,60.0,CoffeeBoba tea,03-03-24,03-03-24,3.97,41.29,Car,Medium,Sunny,-8.3,Route_5,CUST003060,60,Female,Lucknow,16,5,Asian,Weekly,No,Cold,3,1,Good,1,False,True,Bike-friendly,0.499988253,No
ORD003061,91.0,Chicken wings,10-08-24,10-08-24,10.77,35.93,Walk,High,Sunny,12.12,Route_5,CUST003061,38,Female,Ahmedabad,17,5,Mediterranean,Monthly,Yes,Warm,1,1,Poor,2,True,True,Bike-friendly,0.025372645,No
ORD003062,67.0,Briyani rice,05-27-24,05-27-24,13.98,24.64,Walk,High,Rainy,-6.57,Route_5,CUST003062,53,Female,Hyderabad,16,4,Asian,Weekly,Yes,Cold,2,4,Good,1,False,False,Car-only,0.979676916,Yes
ORD003063,41.0,Pasta,05-25-24,05-25-24,7.01,42.66,Bike,High,Rainy,-8.84,Route_2,CUST003063,53,Male,Hyderabad,44,4,American,Weekly,No,Hot,5,5,Fair,1,True,True,Car-only,0.604377748,No
ORD003064,56.0,Chicken rice,10-28-24,10-28-24,14.49,31.47,Bike,Low,Snowy,-8.84,Route_1,CUST003064,21,Male,Mumbai,18,2,Asian,Weekly,No,Cold,4,4,Poor,4,True,True,Car-only,0.084361557,No
,76.0,Burger,02-27-24,02-27-24,6.9,12.42,Bike,High,Sunny,10.15,Route_5,CUST003065,19,Male,Jaipur,8,1,Mexican,Monthly,No,Warm,5,4,Good,2,True,False,Bike-friendly,0.943364822,Yes
ORD003066,82.0,Beef pie,07-21-24,07-21-24,11.66,33.4,Car,High,Rainy,4.16,Route_4,CUST003066,44,Female,Hyderabad,44,1,American,Monthly,Yes,Cold,5,1,Fair,1,False,False,Mixed,0.850688214,Yes
ORD003067,9.0,Chicken rice,11-20-24,,4.34,45.56,Bike,High,Rainy,-2.24,Route_5,CUST003067,42,Male,Kolkata,22,1,Italian,Weekly,No,Cold,2,4,Poor,3,False,False,Car-only,0.080999441,No
ORD003068,82.0,Cookie,01-23-24,01-23-24,2.25,17.56,Car,Medium,Rainy,14.61,Route_4,CUST003068,34,Male,Pune,30,1,Italian,Monthly,Yes,Cold,2,5,Fair,5,False,False,Bike-friendly,0.420373354,No
ORD003069,84.0,Chicken pie,06-06-24,06-06-24,9.0,18.07,Walk,Low,Sunny,-5.41,Route_5,CUST003069,29,Female,Ahmedabad,23,3,Mexican,Monthly,Yes,Warm,3,1,Good,2,True,False,Car-only,0.033750487,No
ORD003070,38.0,Pasta,02-11-24,02-11-24,11.85,38.77,Bike,Low,Sunny,1.97,Route_2,CUST003070,40,Male,Chennai,26,1,Mexican,Weekly,Yes,Cold,2,3,Poor,1,False,False,Car-only,0.584917072,No
ORD003071,37.0,Taccos,12-02-24,12-02-24,3.73,14.83,Walk,Low,Sunny,0.01,Route_3,CUST003071,50,Female,Mumbai,27,1,Mediterranean,Weekly,Yes,Hot,3,4,Fair,3,False,False,Car-only,0.550004557,No
ORD003072,,,04-15-24,,4.02,32.2,Walk,Low,Rainy,18.22,Route_3,CUST003072,37,Other,Pune,32,2,Italian,Monthly,Yes,Cold,3,4,Poor,5,True,False,Car-only,0.290379527,No
ORD003073,14.0,Salad,11-10-24,11-10-24,6.57,41.0,Bike,Medium,Sunny,12.23,Route_2,CUST003073,50,Male,Ahmedabad,32,2,American,Weekly,No,Hot,2,5,Good,3,False,True,Bike-friendly,0.840529197,Yes
ORD003074,75.0,Chicken rice,01-01-24,01-01-24,8.04,22.68,Walk,High,Rainy,-9.61,Route_3,CUST003074,53,Female,Delhi,33,5,Mexican,Monthly,Yes,Hot,2,5,Good,1,False,False,Mixed,0.764590863,No
ORD003075,10.0,Chicken pie,02-22-24,02-22-24,8.89,25.24,Bike,Medium,Sunny,8.83,Route_5,CUST003075,59,Female,Delhi,43,2,Mexican,Weekly,No,Hot,4,1,Poor,4,True,True,Mixed,0.697591818,No
ORD003076,74.0,Chicken pie,11-05-24,11-05-24,6.97,28.5,Walk,Medium,Rainy,9.54,Route_2,CUST003076,47,Male,Mumbai,10,3,Italian,Monthly,No,Warm,1,5,Poor,3,True,False,Car-only,0.750761129,No
ORD003077,21.0,Dumplings,07-27-24,07-27-24,2.4,26.82,Bike,High,Snowy,-2.57,Route_5,CUST003077,32,Other,Delhi,32,3,Mexican,Weekly,Yes,Warm,1,3,Fair,5,False,True,Car-only,0.115005169,No
ORD003078,38.0,Soup,02-06-24,02-06-24,10.05,11.7,Bike,Medium,Rainy,16.92,Route_2,CUST003078,40,Male,Chennai,48,2,Mediterranean,Weekly,No,Hot,5,2,Good,5,False,False,Car-only,0.151764219,No
ORD003079,38.0,Pasta,09-27-24,09-27-24,5.72,12.99,Walk,High,Sunny,-6.94,Route_2,CUST003079,35,Other,Lucknow,14,4,Mexican,Weekly,Yes,Warm,3,2,Good,1,True,True,Bike-friendly,0.287595194,No
ORD003080,87.0,Shawarma,07-25-24,07-25-24,14.17,47.36,Car,High,Rainy,11.32,Route_3,CUST003080,42,Male,Mumbai,24,4,Italian,Monthly,Yes,Hot,1,3,Good,2,False,True,Bike-friendly,0.141398988,No
